FacName,FacStreet,FacCity,FacState,RegistryID,FacSNCFlg,FacQtrsWithNC,FacInspectionCount,FacFormalActionCount,FacMapFlg,"DFR URL"
"MANN PARK","130TH & CARONDOLET",CHICAGO,IL,110007561030,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110007561030
"MANN SCHOOL-CHGO BD ED","8050 S CHAPPEL",CHICAGO,IL,110001292814,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110001292814
"MANSOOR INC - CITGO","4759 S CICERO AVE",CHICAGO,IL,110070684493,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684493
"MANSTER TRANSMISSION CTR","1900 W ARMITAGE",CHICAGO,IL,110005806084,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005806084
"MANULIFE REAL ESTATE","101 S WACKER DR",CHICAGO,IL,110009380277,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110009380277
"MAPLE KNOLL-TREATMENT PLANT 1","4044 N LINCOLN AVE PMB 469",CHICAGO,IL,110013098619,N,1,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110013098619
MARATHON,"2010 W MARQUETTE RD",CHICAGO,IL,110070684168,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684168
MARATHON,"7100 S KING DR",CHICAGO,IL,110070684785,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684785
MARATHON,"335 N OGDEN AVE",CHICAGO,IL,110070684610,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684610
MARATHON,"1952 W GARFIELD",CHICAGO,IL,110070684754,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684754
MARATHON,"1150 N CICERO AVE",CHICAGO,IL,110070684016,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684016
MARATHON,"8950 S ASHLAND AVE",CHICAGO,IL,110070684315,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684315
MARATHON,"5230 S WESTERN AVE",CHICAGO,IL,110070683766,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070683766
MARATHON,"901 N PULASKI RD",CHICAGO,IL,110070683972,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070683972
MARATHON,"5200 N CICERO AVE",CHICAGO,IL,110070684565,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684565
MARATHON,"2584 S BLUE ISLAND",CHICAGO,IL,110070836673,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070836673
MARATHON,"3000 W 63RD",CHICAGO,IL,110070836826,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070836826
MARATHON,"7100 S HALSTED",CHICAGO,IL,110070684321,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684321
MARATHON,"340 S SACRAMENTO BLVD",CHICAGO,IL,110070683767,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070683767
"MARATHON AUTO CTR INC","1121 S JEFFERSON ST",CHICAGO,IL,110070684737,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684737
"MARATHON GAS","1201 W 87TH ST",CHICAGO,IL,110070683592,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070683592
"MARATHON GAS","130 E 75TH ST",CHICAGO,IL,110070360110,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070360110
"MARATHON GAS & MART","119 S CICERO",CHICAGO,IL,110070684030,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684030
"MARATHON MART","8100 S ASHLAND AVE",CHICAGO,IL,110070684550,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070684550
"MARCHANT, GEORGE F CO","1420 S ROCKWELL ST",CHICAGO,IL,110005812193,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110005812193
"MARGATE PARK","4921 N MARINE DR",CHICAGO,IL,110070206472,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110070206472
"MARIANOS #507-531","5353 N ELSTON AVE",CHICAGO,IL,110071841899,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071841899
"MARIANOS #515-531","1800 W LAWRENCE AVE",CHICAGO,IL,110071841878,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071841878
"MARIANOS #516-531","2112 N ASHLAND AVE",CHICAGO,IL,110071841877,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071841877
"MARIANOS #522-531","5201 N SHERIDAN RD",CHICAGO,IL,110046435416,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110046435416
"MARIANOS #527-531","2021 W CHICAGO AVE",CHICAGO,IL,110071841896,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071841896
"MARIANOS #534-531","1500 N CLYBOURN AVE STE C104",CHICAGO,IL,110071841876,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071841876
"MARIANOS #538-531","3030 N BROADWAY STE 100",CHICAGO,IL,110071841880,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071841880
"MARIANOS #539-531","3857 S MARTIN LUTHER KING DR",CHICAGO,IL,110071841879,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110071841879
"MARIANOS 503-531","333 E BENTON PLACE",CHICAGO,IL,110072043846,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043846
"MARIANOS 504-531","3350 N WESTERN AVE",CHICAGO,IL,110072043848,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043848
"MARIANOS 508-531","40 S HALSTED ST",CHICAGO,IL,110072043849,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043849
"MARIANOS 512-531","1615 S CLARK ST",CHICAGO,IL,110072043847,N,0,0,0,Y,https://echo.epa.gov/detailed-facility-report?fid=110072043847
